Emotions,Path
Surprise,Datasets\ASVP\ASVP1\03-01-08-01-99-00-02-02-02-02.wav
Sadness,Datasets\ESD\0016\Sad\0016_001105.wav
Happiness,Datasets\ESD\0016\Happy\0016_000964.wav
Happiness,Datasets\ESD\0012\Happy\0012_000807.wav
Sadness,Datasets\ESD\0016\Sad\0016_001191.wav
Sadness,Datasets\ESD\0016\Sad\0016_001371.wav
Anger,Datasets\ESD\0012\Angry\0012_000676.wav
Surprise,Datasets\ASVP\ASVP5\03-01-08-01-02-71-02-02-02.wav
Neutral,Datasets\RAVDESS-SONG\Actor_04\03-02-01-01-01-01-04.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_chalk_neutral.wav
Happiness,Datasets\ESD\0016\Happy\0016_001033.wav
Happiness,Datasets\ESD\0019\Happy\0019_000754.wav
Happiness,Datasets\ESD\0016\Happy\0016_000873.wav
Happiness,Datasets\CREMA-D\1034_IEO_HAP_MD.wav
Sadness,Datasets\RAVDESS-SONG\Actor_15\03-02-04-01-02-01-15.wav
Happiness,Datasets\ESD\0020\Happy\0020_000902.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001612.wav
Anger,Datasets\TESS\YAF_angry\YAF_pad_angry.wav
Sadness,Datasets\ESD\0013\Sad\0013_001400.wav
Happiness,Datasets\CREMA-D\1007_IEO_HAP_LO.wav
Fear,Datasets\CREMA-D\1010_WSI_FEA_XX.wav
Sadness,Datasets\TESS\YAF_sad\YAF_raid_sad.wav
Neutral,Datasets\RAVDESS-SONG\Actor_08\03-02-02-02-02-01-08.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001726.wav
Sadness,Datasets\ESD\0020\Sad\0020_001140.wav
Neutral,Datasets\JL\female2_neutral_8b_2.wav
Anger,Datasets\CREMA-D\1006_IEO_ANG_MD.wav
Happiness,Datasets\ESD\0015\Happy\0015_000899.wav
Anger,Datasets\ESD\0014\Angry\0014_000587.wav
Anger,Datasets\TESS\YAF_angry\YAF_mill_angry.wav
Sadness,Datasets\ESD\0020\Sad\0020_001186.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000346.wav
Disgust,Datasets\CREMA-D\1001_IEO_DIS_LO.wav
Happiness,Datasets\ESD\0018\Happy\0018_000966.wav
Happiness,Datasets\ESD\0019\Happy\0019_000844.wav
Happiness,Datasets\ESD\0016\Happy\0016_000913.wav
Sadness,Datasets\CREMA-D\1075_IOM_SAD_XX.wav
Fear,Datasets\ASVP\ASVP5\03-01-06-02-42-57-02-02-02-16.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-05-53-02-02-02.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000059.wav
Anger,Datasets\CREMA-D\1018_WSI_ANG_XX.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001664.wav
Sadness,Datasets\ESD\0017\Sad\0017_001250.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_page_ps.wav
Sadness,Datasets\ESD\0016\Sad\0016_001377.wav
Neutral,Datasets\CREMA-D\1033_TIE_NEU_XX.wav
Happiness,Datasets\ESD\0016\Happy\0016_001045.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001705.wav
Sadness,Datasets\CREMA-D\1020_IEO_SAD_HI.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000111.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000074.wav
Sadness,Datasets\JL\female2_sad_11a_2.wav
Anger,Datasets\CREMA-D\1010_ITH_ANG_XX.wav
Anger,Datasets\ESD\0016\Angry\0016_000647.wav
Happiness,Datasets\CREMA-D\1055_IWL_HAP_XX.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-07-95-02-02-02.wav
Disgust,Datasets\CREMA-D\1088_DFA_DIS_XX.wav
Happiness,Datasets\ESD\0020\Happy\0020_000907.wav
Sadness,Datasets\ESD\0019\Sad\0019_001113.wav
Anger,Datasets\ESD\0012\Angry\0012_000485.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000113.wav
Happiness,Datasets\ESD\0019\Happy\0019_001020.wav
Anger,Datasets\ESD\0011\Angry\0011_000473.wav
Anger,Datasets\JL\male2_angry_5a_1.wav
Happiness,Datasets\CREMA-D\1018_IWL_HAP_XX.wav
Fear,Datasets\TESS\YAF_fear\YAF_burn_fear.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001528.wav
Anger,Datasets\ESD\0011\Angry\0011_000500.wav
Happiness,Datasets\ESD\0012\Happy\0012_001031.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001456.wav
Happiness,Datasets\ESD\0016\Happy\0016_000882.wav
Happiness,Datasets\TESS\OAF_happy\OAF_should_happy.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001745.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-07-64-02-02-02.wav
Surprise,Datasets\ASVP\ASVP6\03-01-08-01-07-123-02-02-02.wav
Fear,Datasets\TESS\OAF_Fear\OAF_walk_fear.wav
Happiness,Datasets\ESD\0017\Happy\0017_000803.wav
Sadness,Datasets\ESD\0017\Sad\0017_001116.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001449.wav
Fear,Datasets\SAVEE\JE\f05.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000027.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000117.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000325.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000286.wav
Sadness,Datasets\ESD\0019\Sad\0019_001188.wav
Anger,Datasets\ESD\0011\Angry\0011_000502.wav
Sadness,Datasets\ASVP\ASVP5\03-01-04-01-21-41-02-01-02-02.wav
Happiness,Datasets\ESD\0017\Happy\0017_000884.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000143.wav
Sadness,Datasets\CREMA-D\1050_IWL_SAD_XX.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001648.wav
Sadness,Datasets\TESS\OAF_Sad\OAF_tell_sad.wav
Anger,Datasets\ESD\0019\Angry\0019_000698.wav
Happiness,Datasets\CREMA-D\1029_ITH_HAP_XX.wav
Happiness,Datasets\CREMA-D\1072_ITH_HAP_XX.wav
Anger,Datasets\ESD\0016\Angry\0016_000520.wav
Sadness,Datasets\ESD\0011\Sad\0011_001382.wav
Happiness,Datasets\ESD\0018\Happy\0018_000828.wav
Sadness,Datasets\RAVDESS\Actor_03\03-01-04-02-02-01-03.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-30-121-02-02-02-09.wav
Fear,Datasets\CREMA-D\1002_IOM_FEA_XX.wav
Anger,Datasets\ESD\0014\Angry\0014_000558.wav
Anger,Datasets\ESD\0018\Angry\0018_000672.wav
Sadness,Datasets\ESD\0013\Sad\0013_001246.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001448.wav
Happiness,Datasets\ESD\0020\Happy\0020_000815.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000033.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000054.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000032.wav
Happiness,Datasets\ESD\0014\Happy\0014_000705.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000186.wav
Anger,Datasets\ESD\0020\Angry\0020_000356.wav
Happiness,Datasets\ESD\0018\Happy\0018_000933.wav
Sadness,Datasets\ASVP\ASVP5\03-01-04-01-20-29-02-01-02-03.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_knock_ps.wav
Anger,Datasets\ESD\0015\Angry\0015_000448.wav
Happiness,Datasets\ESD\0017\Happy\0017_001029.wav
Sadness,Datasets\CREMA-D\1065_DFA_SAD_XX.wav
Sadness,Datasets\ESD\0013\Sad\0013_001173.wav
Happiness,Datasets\ESD\0014\Happy\0014_000771.wav
Happiness,Datasets\ESD\0020\Happy\0020_000970.wav
Anger,Datasets\ESD\0016\Angry\0016_000437.wav
Fear,Datasets\TESS\OAF_Fear\OAF_date_fear.wav
Anger,Datasets\RAVDESS-SONG\Actor_24\03-02-05-02-02-01-24.wav
Sadness,Datasets\RAVDESS-SONG\Actor_09\03-02-04-02-01-02-09.wav
Surprise,Datasets\ASVP\ASVP4\03-01-08-01-05-104-02-02-02-17-66.wav
Sadness,Datasets\ESD\0019\Sad\0019_001078.wav
Disgust,Datasets\RAVDESS\Actor_24\03-01-07-01-02-02-24.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000327.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000048.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000006.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001696.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000195.wav
Anger,Datasets\CREMA-D\1050_IEO_ANG_HI.wav
Anger,Datasets\ASVP\ASVP4\03-01-05-01-06-103-02-01-02.wav
Anger,Datasets\ESD\0017\Angry\0017_000382.wav
Happiness,Datasets\ESD\0020\Happy\0020_000838.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001652.wav
Anger,Datasets\ESD\0012\Angry\0012_000582.wav
Sadness,Datasets\ESD\0016\Sad\0016_001389.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000286.wav
Sadness,Datasets\ESD\0015\Sad\0015_001385.wav
Happiness,Datasets\CREMA-D\1026_IEO_HAP_LO.wav
Anger,Datasets\ESD\0015\Angry\0015_000385.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001558.wav
Disgust,Datasets\CREMA-D\1020_MTI_DIS_XX.wav
Disgust,Datasets\CREMA-D\1042_IEO_DIS_LO.wav
Anger,Datasets\ESD\0020\Angry\0020_000656.wav
Anger,Datasets\ESD\0016\Angry\0016_000556.wav
Happiness,Datasets\JL\male1_happy_7a_1.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001744.wav
Neutral,Datasets\JL\male1_neutral_2a_1.wav
Anger,Datasets\ESD\0017\Angry\0017_000478.wav
Fear,Datasets\TESS\YAF_fear\YAF_seize_fear.wav
Anger,Datasets\ESD\0011\Angry\0011_000376.wav
Anger,Datasets\ESD\0013\Angry\0013_000576.wav
Anger,Datasets\ESD\0011\Angry\0011_000582.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000269.wav
Fear,Datasets\CREMA-D\1052_ITS_FEA_XX.wav
Happiness,Datasets\ESD\0013\Happy\0013_000939.wav
Sadness,Datasets\SAVEE\DC\sa07.wav
Happiness,Datasets\ESD\0018\Happy\0018_000744.wav
Neutral,Datasets\CREMA-D\1016_TAI_NEU_XX.wav
Sadness,Datasets\CREMA-D\1057_IEO_SAD_MD.wav
Sadness,Datasets\ESD\0011\Sad\0011_001349.wav
Anger,Datasets\ESD\0011\Angry\0011_000518.wav
Happiness,Datasets\ESD\0011\Happy\0011_000987.wav
Sadness,Datasets\JL\female1_sad_6b_1.wav
Anger,Datasets\ESD\0016\Angry\0016_000401.wav
Sadness,Datasets\RAVDESS-SONG\Actor_04\03-02-04-01-01-02-04.wav
Anger,Datasets\CREMA-D\1081_TSI_ANG_XX.wav
Neutral,Datasets\RAVDESS\Actor_10\03-01-02-01-02-01-10.wav
Anger,Datasets\ESD\0012\Angry\0012_000623.wav
Sadness,Datasets\ESD\0012\Sad\0012_001136.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001565.wav
Anger,Datasets\RAVDESS\Actor_08\03-01-05-02-02-02-08.wav
Happiness,Datasets\ESD\0012\Happy\0012_000985.wav
Happiness,Datasets\ESD\0012\Happy\0012_000754.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000055.wav
Anger,Datasets\ESD\0017\Angry\0017_000398.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_food_ps.wav
Sadness,Datasets\TESS\YAF_sad\YAF_rot_sad.wav
Happiness,Datasets\ESD\0017\Happy\0017_000782.wav
Fear,Datasets\SAVEE\JK\f03.wav
Happiness,Datasets\ESD\0013\Happy\0013_000754.wav
Sadness,Datasets\ESD\0017\Sad\0017_001127.wav
Anger,Datasets\ESD\0020\Angry\0020_000472.wav
Fear,Datasets\ASVP\ASVP5\03-01-06-01-31-121-02-02-02-02.wav
Sadness,Datasets\CREMA-D\1078_IEO_SAD_HI.wav
Anger,Datasets\ESD\0015\Angry\0015_000449.wav
Happiness,Datasets\CREMA-D\1038_IEO_HAP_LO.wav
Surprise,Datasets\RAVDESS\Actor_20\03-01-08-01-02-02-20.wav
Happiness,Datasets\ESD\0018\Happy\0018_000932.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000001.wav
Anger,Datasets\ESD\0020\Angry\0020_000482.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000239.wav
Sadness,Datasets\ESD\0015\Sad\0015_001058.wav
Anger,Datasets\CREMA-D\1053_TAI_ANG_XX.wav
Sadness,Datasets\RAVDESS-SONG\Actor_05\03-02-04-02-01-02-05.wav
Neutral,Datasets\JL\male1_neutral_10b_2.wav
Sadness,Datasets\ESD\0013\Sad\0013_001128.wav
Disgust,Datasets\CREMA-D\1030_ITS_DIS_XX.wav
Happiness,Datasets\TESS\OAF_happy\OAF_match_happy.wav
Neutral,Datasets\SAVEE\KL\n06.wav
Anger,Datasets\ESD\0012\Angry\0012_000646.wav
Happiness,Datasets\CREMA-D\1036_MTI_HAP_XX.wav
Sadness,Datasets\RAVDESS-SONG\Actor_08\03-02-04-02-01-02-08.wav
Happiness,Datasets\SAVEE\KL\h02.wav
Anger,Datasets\CREMA-D\1068_TAI_ANG_XX.wav
Anger,Datasets\ESD\0018\Angry\0018_000558.wav
Sadness,Datasets\ESD\0018\Sad\0018_001296.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-02-27-28-02-02-02-01.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000139.wav
Anger,Datasets\ESD\0017\Angry\0017_000594.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000288.wav
Happiness,Datasets\ESD\0014\Happy\0014_000926.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001699.wav
Anger,Datasets\ESD\0013\Angry\0013_000498.wav
Sadness,Datasets\ESD\0017\Sad\0017_001176.wav
Sadness,Datasets\ASVP\ASVP5\03-01-04-01-21-41-02-01-02-04.wav
Anger,Datasets\CREMA-D\1004_IEO_ANG_HI.wav
Happiness,Datasets\CREMA-D\1044_ITH_HAP_XX.wav
Disgust,Datasets\CREMA-D\1021_IOM_DIS_XX.wav
Sadness,Datasets\ESD\0016\Sad\0016_001091.wav
Disgust,Datasets\CREMA-D\1019_TSI_DIS_XX.wav
Surprise,Datasets\ESD\0020\Surprise\0020_001714.wav
Neutral,Datasets\JL\female2_neutral_7a_2.wav
Happiness,Datasets\ESD\0014\Happy\0014_000723.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001592.wav
Disgust,Datasets\CREMA-D\1009_IWL_DIS_XX.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000001.wav
Neutral,Datasets\CREMA-D\1002_TSI_NEU_XX.wav
Fear,Datasets\SAVEE\KL\f14.wav
Anger,Datasets\CREMA-D\1032_TSI_ANG_XX.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001548.wav
Anger,Datasets\ESD\0015\Angry\0015_000696.wav
Anger,Datasets\ESD\0020\Angry\0020_000551.wav
Sadness,Datasets\ASVP\ASVP5\03-01-04-01-12-72-02-02-02.wav
Happiness,Datasets\RAVDESS-SONG\Actor_03\03-02-03-01-02-02-03.wav
Neutral,Datasets\CREMA-D\1025_MTI_NEU_XX.wav
Sadness,Datasets\JL\female1_sad_13b_2.wav
Happiness,Datasets\CREMA-D\1036_IEO_HAP_HI.wav
Anger,Datasets\ESD\0014\Angry\0014_000467.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000210.wav
Neutral,Datasets\RAVDESS\Actor_20\03-01-01-01-01-02-20.wav
Anger,Datasets\CREMA-D\1083_IWW_ANG_XX.wav
Sadness,Datasets\ESD\0020\Sad\0020_001181.wav
Happiness,Datasets\ESD\0015\Happy\0015_000717.wav
Anger,Datasets\ESD\0014\Angry\0014_000502.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001597.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001512.wav
Happiness,Datasets\TESS\YAF_happy\YAF_juice_happy.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000164.wav
Fear,Datasets\TESS\OAF_Fear\OAF_death_fear.wav
Sadness,Datasets\ESD\0013\Sad\0013_001055.wav
Anger,Datasets\TESS\YAF_angry\YAF_puff_angry.wav
Sadness,Datasets\CREMA-D\1029_ITH_SAD_XX.wav
Surprise,Datasets\ESD\0017\Surprise\0017_001429.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-23-54-02-02-02-05.wav
Anger,Datasets\CREMA-D\1042_MTI_ANG_XX.wav
Sadness,Datasets\ESD\0019\Sad\0019_001205.wav
Sadness,Datasets\ESD\0019\Sad\0019_001375.wav
Happiness,Datasets\ESD\0013\Happy\0013_000971.wav
Neutral,Datasets\CREMA-D\1030_TIE_NEU_XX.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000031.wav
Happiness,Datasets\TESS\YAF_happy\YAF_near_happy.wav
Anger,Datasets\ESD\0017\Angry\0017_000597.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000303.wav
Anger,Datasets\CREMA-D\1009_ITH_ANG_XX.wav
Anger,Datasets\CREMA-D\1074_IEO_ANG_LO.wav
Disgust,Datasets\CREMA-D\1091_TAI_DIS_XX.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001458.wav
Neutral,Datasets\ESD\0015\Neutral\0015_000022.wav
Happiness,Datasets\RAVDESS\Actor_03\03-01-03-02-01-02-03.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-08-68-02-02-02.wav
Sadness,Datasets\ESD\0017\Sad\0017_001173.wav
Neutral,Datasets\CREMA-D\1013_IEO_NEU_XX.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000134.wav
Sadness,Datasets\ESD\0011\Sad\0011_001309.wav
Sadness,Datasets\ESD\0013\Sad\0013_001305.wav
Happiness,Datasets\CREMA-D\1016_DFA_HAP_XX.wav
Sadness,Datasets\ESD\0017\Sad\0017_001112.wav
Anger,Datasets\ESD\0013\Angry\0013_000570.wav
Disgust,Datasets\CREMA-D\1045_IEO_DIS_HI.wav
Fear,Datasets\CREMA-D\1020_IEO_FEA_MD.wav
Neutral,Datasets\ESD\0014\Neutral\0014_000061.wav
Anger,Datasets\ESD\0012\Angry\0012_000411.wav
Anger,Datasets\ESD\0011\Angry\0011_000411.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001560.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001486.wav
Anger,Datasets\ESD\0014\Angry\0014_000413.wav
Neutral,Datasets\ESD\0017\Neutral\0017_000047.wav
Happiness,Datasets\CREMA-D\1054_DFA_HAP_XX.wav
Anger,Datasets\ESD\0015\Angry\0015_000527.wav
Neutral,Datasets\CREMA-D\1039_TAI_NEU_XX.wav
Happiness,Datasets\ESD\0018\Happy\0018_000720.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-11-60-02-02-02.wav
Anger,Datasets\ESD\0012\Angry\0012_000578.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000099.wav
Disgust,Datasets\RAVDESS\Actor_13\03-01-07-01-01-02-13.wav
Anger,Datasets\CREMA-D\1019_IOM_ANG_XX.wav
Sadness,Datasets\ESD\0018\Sad\0018_001221.wav
Sadness,Datasets\ESD\0013\Sad\0013_001387.wav
Sadness,Datasets\ESD\0015\Sad\0015_001193.wav
Happiness,Datasets\CREMA-D\1089_WSI_HAP_XX.wav
Happiness,Datasets\CREMA-D\1063_TIE_HAP_XX.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001665.wav
Sadness,Datasets\RAVDESS-SONG\Actor_16\03-02-04-02-01-01-16.wav
Sadness,Datasets\ESD\0019\Sad\0019_001158.wav
Neutral,Datasets\RAVDESS\Actor_21\03-01-02-02-02-01-21.wav
Neutral,Datasets\CREMA-D\1011_ITS_NEU_XX.wav
Disgust,Datasets\CREMA-D\1008_IWL_DIS_XX.wav
Sadness,Datasets\ESD\0017\Sad\0017_001293.wav
Neutral,Datasets\ESD\0011\Neutral\0011_000306.wav
Fear,Datasets\CREMA-D\1087_WSI_FEA_XX.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000178.wav
Sadness,Datasets\ESD\0019\Sad\0019_001204.wav
Anger,Datasets\ESD\0011\Angry\0011_000686.wav
Disgust,Datasets\CREMA-D\1002_ITS_DIS_XX.wav
Happiness,Datasets\CREMA-D\1080_IEO_HAP_MD.wav
Sadness,Datasets\ESD\0016\Sad\0016_001142.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000021.wav
Neutral,Datasets\RAVDESS-SONG\Actor_24\03-02-02-01-02-02-24.wav
Disgust,Datasets\CREMA-D\1042_ITS_DIS_XX.wav
Happiness,Datasets\ESD\0014\Happy\0014_000947.wav
Fear,Datasets\CREMA-D\1042_DFA_FEA_XX.wav
Sadness,Datasets\ESD\0020\Sad\0020_001231.wav
Happiness,Datasets\CREMA-D\1075_TSI_HAP_XX.wav
Disgust,Datasets\CREMA-D\1071_TSI_DIS_XX.wav
Surprise,Datasets\ESD\0012\Surprise\0012_001401.wav
Happiness,Datasets\CREMA-D\1006_TSI_HAP_XX.wav
Anger,Datasets\CREMA-D\1029_IEO_ANG_HI.wav
Sadness,Datasets\CREMA-D\1009_IEO_SAD_LO.wav
Anger,Datasets\CREMA-D\1024_DFA_ANG_XX.wav
Sadness,Datasets\JL\male1_sad_6a_2.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000258.wav
Neutral,Datasets\CREMA-D\1029_DFA_NEU_XX.wav
Happiness,Datasets\ESD\0015\Happy\0015_001018.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000255.wav
Surprise,Datasets\ESD\0011\Surprise\0011_001537.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000274.wav
Happiness,Datasets\ESD\0020\Happy\0020_000799.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001486.wav
Fear,Datasets\RAVDESS\Actor_06\03-01-06-01-01-01-06.wav
Disgust,Datasets\CREMA-D\1005_WSI_DIS_XX.wav
Disgust,Datasets\CREMA-D\1087_IEO_DIS_MD.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001670.wav
Neutral,Datasets\CREMA-D\1072_ITS_NEU_XX.wav
Neutral,Datasets\ESD\0016\Neutral\0016_000173.wav
Anger,Datasets\TESS\YAF_angry\YAF_chair_angry.wav
Anger,Datasets\TESS\YAF_angry\YAF_raise_angry.wav
Sadness,Datasets\ESD\0020\Sad\0020_001264.wav
Sadness,Datasets\ESD\0011\Sad\0011_001104.wav
Happiness,Datasets\ESD\0019\Happy\0019_001005.wav
Sadness,Datasets\ESD\0011\Sad\0011_001304.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001519.wav
Disgust,Datasets\CREMA-D\1088_IWW_DIS_XX.wav
Anger,Datasets\ESD\0016\Angry\0016_000397.wav
Neutral,Datasets\RAVDESS\Actor_14\03-01-01-01-02-01-14.wav
Neutral,Datasets\RAVDESS\Actor_14\03-01-01-01-01-02-14.wav
Sadness,Datasets\JL\female1_sad_15b_2.wav
Disgust,Datasets\CREMA-D\1050_TIE_DIS_XX.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_love_neutral.wav
Happiness,Datasets\ESD\0013\Happy\0013_001046.wav
Neutral,Datasets\ESD\0012\Neutral\0012_000132.wav
Anger,Datasets\ESD\0015\Angry\0015_000463.wav
Sadness,Datasets\ESD\0011\Sad\0011_001206.wav
Neutral,Datasets\CREMA-D\1079_ITH_NEU_XX.wav
Neutral,Datasets\TESS\OAF_neutral\OAF_hurl_neutral.wav
Sadness,Datasets\ESD\0014\Sad\0014_001377.wav
Happiness,Datasets\ASVP\ASVP6\03-01-03-01-41-124-02-02-02.wav
Neutral,Datasets\CREMA-D\1079_WSI_NEU_XX.wav
Sadness,Datasets\ESD\0016\Sad\0016_001148.wav
Happiness,Datasets\ESD\0011\Happy\0011_000929.wav
Anger,Datasets\TESS\YAF_angry\YAF_kick_angry.wav
Surprise,Datasets\ESD\0016\Surprise\0016_001714.wav
Surprise,Datasets\ESD\0015\Surprise\0015_001694.wav
Sadness,Datasets\ESD\0020\Sad\0020_001287.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001739.wav
Neutral,Datasets\ESD\0018\Neutral\0018_000350.wav
Sadness,Datasets\JL\female2_sad_14a_1.wav
Neutral,Datasets\ASVP\ASVP5\03-01-02-01-12-118-02-02-02-06.wav
Happiness,Datasets\RAVDESS\Actor_20\03-01-03-02-02-01-20.wav
Surprise,Datasets\TESS\OAF_Pleasant_surprise\OAF_pain_ps.wav
Fear,Datasets\CREMA-D\1043_IEO_FEA_LO.wav
Happiness,Datasets\JL\male2_happy_13a_2.wav
Happiness,Datasets\ESD\0019\Happy\0019_000741.wav
Happiness,Datasets\ASVP\ASVP5\03-01-03-01-12-29-02-01-02.wav
Disgust,Datasets\CREMA-D\1077_IEO_DIS_MD.wav
Anger,Datasets\ESD\0016\Angry\0016_000374.wav
Sadness,Datasets\JL\female1_sad_12a_2.wav
Anger,Datasets\ESD\0015\Angry\0015_000613.wav
Happiness,Datasets\TESS\YAF_happy\YAF_lease_happy.wav
Fear,Datasets\CREMA-D\1054_DFA_FEA_XX.wav
Disgust,Datasets\CREMA-D\1086_IWW_DIS_XX.wav
Fear,Datasets\TESS\YAF_fear\YAF_wife_fear.wav
Happiness,Datasets\TESS\OAF_happy\OAF_met_happy.wav
Surprise,Datasets\ESD\0013\Surprise\0013_001638.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001404.wav
Sadness,Datasets\CREMA-D\1073_IEO_SAD_HI.wav
Anger,Datasets\CREMA-D\1064_IWW_ANG_XX.wav
Happiness,Datasets\ESD\0012\Happy\0012_000774.wav
Sadness,Datasets\ESD\0016\Sad\0016_001102.wav
Anger,Datasets\ESD\0018\Angry\0018_000511.wav
Neutral,Datasets\ESD\0013\Neutral\0013_000143.wav
Happiness,Datasets\ESD\0018\Happy\0018_000724.wav
Surprise,Datasets\ESD\0019\Surprise\0019_001426.wav
Happiness,Datasets\CREMA-D\1043_ITH_HAP_XX.wav
Disgust,Datasets\CREMA-D\1050_IEO_DIS_LO.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001572.wav
Anger,Datasets\CREMA-D\1010_IOM_ANG_XX.wav
Sadness,Datasets\ESD\0011\Sad\0011_001132.wav
Anger,Datasets\RAVDESS\Actor_11\03-01-05-01-02-01-11.wav
Anger,Datasets\CREMA-D\1011_IWW_ANG_XX.wav
Neutral,Datasets\ESD\0020\Neutral\0020_000322.wav
Happiness,Datasets\CREMA-D\1047_WSI_HAP_XX.wav
Sadness,Datasets\ESD\0012\Sad\0012_001396.wav
Neutral,Datasets\ESD\0019\Neutral\0019_000234.wav
Anger,Datasets\ESD\0016\Angry\0016_000403.wav
Anger,Datasets\ESD\0020\Angry\0020_000464.wav
Surprise,Datasets\ESD\0014\Surprise\0014_001415.wav
Surprise,Datasets\RAVDESS\Actor_09\03-01-08-02-02-02-09.wav
Disgust,Datasets\CREMA-D\1048_IEO_DIS_HI.wav
Surprise,Datasets\ESD\0018\Surprise\0018_001660.wav
Disgust,Datasets\TESS\YAF_disgust\YAF_young_disgust.wav
Sadness,Datasets\TESS\YAF_sad\YAF_thought_sad.wav
Fear,Datasets\TESS\YAF_fear\YAF_said_fear.wav
Neutral,Datasets\CREMA-D\1037_IWL_NEU_XX.wav
Happiness,Datasets\ESD\0016\Happy\0016_000899.wav
Happiness,Datasets\ESD\0014\Happy\0014_000902.wav
Happiness,Datasets\ESD\0012\Happy\0012_000898.wav
